# *******************************************
# SAMPLE TIME-SERIES FILE
# Data extracted from a numerical simulation
# No. of data points: 401
# Time resolution: 2.82e-05 sec.
# Col. 1: time [sec.]
# Col. 2: one-component electric field [mV/m]
# Horizontal separator: TAB
# *******************************************
0.0000e+00	+0.0000e+00
2.8200e-05	-4.5636e+02
5.6400e-05	-5.9328e+02
8.4600e-05	+1.2185e+02
1.1280e-04	+2.7617e+02
1.4100e-04	-9.8753e+01
1.6920e-04	-1.0742e+02
1.9740e-04	+1.0039e+02
2.2560e-04	+3.8402e+02
2.5380e-04	-2.4104e+02
2.8200e-04	-5.8399e+02
3.1020e-04	+3.9404e+01
3.3840e-04	+2.4268e+02
3.6660e-04	+4.2296e+02
3.9480e-04	+3.9236e+02
4.2300e-04	+1.6759e+02
4.5120e-04	+4.5737e+02
4.7940e-04	+2.0273e+02
5.0760e-04	+2.1189e+02
5.3580e-04	+5.0558e+01
5.6400e-04	+1.8309e+02
5.9220e-04	+7.7021e+02
6.2040e-04	+5.0533e+02
6.4860e-04	+1.2808e+01
6.7680e-04	+4.6778e+02
7.0500e-04	+7.7813e+02
7.3320e-04	+5.7441e+02
7.6140e-04	-5.4846e+01
7.8960e-04	-1.4582e+02
8.1780e-04	+2.6315e+02
8.4600e-04	+3.5642e+02
8.7420e-04	+4.0779e+02
9.0240e-04	+2.2288e+02
9.3060e-04	+1.3616e+02
9.5880e-04	+4.9763e+02
9.8700e-04	+5.9186e+02
1.0152e-03	+5.0290e+01
1.0434e-03	-4.8800e+02
1.0716e-03	-1.2585e+02
1.0998e-03	+7.8754e+02
1.1280e-03	+7.0900e+02
1.1562e-03	+3.0338e+01
1.1844e-03	-9.0579e+01
1.2126e-03	+3.5867e+02
1.2408e-03	+7.6500e+02
1.2690e-03	+2.5962e+02
1.2972e-03	-3.5122e+02
1.3254e-03	-4.2358e+02
1.3536e-03	+3.4736e+02
1.3818e-03	+1.0002e+03
1.4100e-03	+6.3617e+02
1.4382e-03	-8.0390e+01
1.4664e-03	+5.6332e+00
1.4946e-03	+5.0092e+02
1.5228e-03	+5.3157e+02
1.5510e-03	-3.8286e+02
1.5792e-03	-5.7465e+02
1.6074e-03	+3.8071e+02
1.6356e-03	+8.3892e+02
1.6638e-03	+4.8270e+02
1.6920e-03	-1.5145e+02
1.7202e-03	-5.0452e+02
1.7484e-03	-4.5733e-01
1.7766e-03	+3.7828e+02
1.8048e-03	+9.9716e+01
1.8330e-03	-1.1094e+02
1.8612e-03	+9.7533e+01
1.8894e-03	+5.4300e+02
1.9176e-03	-2.2855e+01
1.9458e-03	-5.4268e+02
1.9740e-03	-3.7497e+01
2.0022e-03	+3.8892e+02
2.0304e-03	+4.7617e+02
2.0586e-03	+2.6102e+02
2.0868e-03	-1.2458e+02
2.1150e-03	-9.5054e+00
2.1432e-03	+7.1370e+01
2.1714e-03	+2.1432e+02
2.1996e-03	+1.5318e+02
2.2278e-03	+2.0279e+02
2.2560e-03	+6.4858e+02
2.2842e-03	+4.0009e+02
2.3124e-03	-1.7647e+02
2.3406e-03	+1.5040e+02
2.3688e-03	+3.6712e+02
2.3970e-03	+2.9191e+02
2.4252e-03	+1.0717e+02
2.4534e-03	-4.8947e+01
2.4816e-03	+2.7875e+02
2.5098e-03	+2.4046e+02
2.5380e-03	+3.0359e+02
2.5662e-03	+4.5697e+02
2.5944e-03	+2.0029e+02
2.6226e-03	+4.2949e+02
2.6508e-03	+2.4360e+02
2.6790e-03	-8.8220e+01
2.7072e-03	+1.2484e+02
2.7354e-03	+3.5248e+02
2.7636e-03	+5.2160e+02
2.7918e-03	+2.1528e+02
2.8200e-03	-7.2283e+01
2.8482e-03	+5.9198e+02
2.8764e-03	+9.4639e+02
2.9046e-03	+6.3403e+02
2.9328e-03	-4.5624e+01
2.9610e-03	-8.3943e+02
2.9892e-03	+5.3067e+01
3.0174e-03	+7.8030e+02
3.0456e-03	+5.1069e+02
3.0738e-03	+4.6148e+02
3.1020e-03	+3.1066e+02
3.1302e-03	+5.0439e+02
3.1584e-03	+1.9054e+02
3.1866e-03	-6.3463e+02
3.2148e-03	-6.7131e+02
3.2430e-03	-2.3273e+02
3.2712e-03	+3.2123e+02
3.2994e-03	+5.5671e+02
3.3276e-03	-1.3696e+02
3.3558e-03	-1.6093e+02
3.3840e-03	+3.1130e+01
3.4122e-03	-1.6880e+02
3.4404e-03	-2.7976e+02
3.4686e-03	-6.3033e+02
3.4968e-03	-4.7071e+02
3.5250e-03	+1.4787e+01
3.5532e-03	-1.9808e+02
3.5814e-03	+4.3323e+01
3.6096e-03	+5.0945e+01
3.6378e-03	+8.2017e+00
3.6660e-03	-7.4975e+01
3.6942e-03	-5.6203e+02
3.7224e-03	-4.7443e+02
3.7506e-03	-3.1309e+02
3.7788e-03	-3.0770e+02
3.8070e-03	-2.6517e+02
3.8352e-03	-3.7545e+02
3.8634e-03	-7.3428e+01
3.8916e-03	+5.1505e+02
3.9198e-03	+1.6309e+02
3.9480e-03	-2.3814e+02
3.9762e-03	-5.5953e+02
4.0044e-03	-3.8492e+02
4.0326e-03	+1.8484e+02
4.0608e-03	+1.4055e+01
4.0890e-03	-1.2721e+02
4.1172e-03	+1.7710e+02
4.1454e-03	+2.7831e+02
4.1736e-03	+6.6971e+02
4.2018e-03	+3.7038e+02
4.2300e-03	+1.5877e+02
4.2582e-03	+2.1127e+02
4.2864e-03	-1.7961e+01
4.3146e-03	-2.2126e+02
4.3428e-03	-4.2322e+01
4.3710e-03	+4.1274e+02
4.3992e-03	+9.9981e+02
4.4274e-03	+6.5371e+02
4.4556e-03	-2.9297e+01
4.4838e-03	+3.3928e+01
4.5120e-03	+1.3118e+02
4.5402e-03	+2.7708e+02
4.5684e-03	-1.8070e+02
4.5966e-03	-6.5666e+02
4.6248e-03	-1.4626e+02
